,adresse_code_voie,code_postal,code_commune,code_departement,valeur_fonciere,surface_reelle_bati,surface_terrain,type_local,nombre_pieces_principales,latitude,longitude
3465583,6603,75001.0,75101,75,8750000.0,270.0,277.0,Local industriel. commercial ou assimilé,0.0,48.866791,2.335363
2884806,6904,75001.0,75101,75,101460000.0,33.0,1511.0,Appartement,1.0,48.864683,2.334526
3261233,8212,75001.0,75101,75,4200000.0,60.0,98.0,Appartement,2.0,48.866471,2.337464
2407126,8249,75001.0,75101,75,25500000.0,18.0,332.0,Appartement,1.0,48.859417,2.346312
3465121,4901,75001.0,75101,75,7800000.0,33.0,424.0,Appartement,1.0,48.862538,2.341073
3468387,8635,75001.0,75101,75,72000000.0,90.0,1234.0,Local industriel. commercial ou assimilé,0.0,48.865305,2.330341
2406662,6513,75001.0,75101,75,2000000.0,22.0,99.0,Appartement,2.0,48.864135,2.345687
3469256,6904,75001.0,75101,75,150578688.0,95.0,1630.0,Appartement,3.0,48.86649,2.333583
2407904,8212,75001.0,75101,75,9834797.0,53.0,98.0,Appartement,1.0,48.866471,2.337464
2406660,6513,75001.0,75101,75,2000000.0,216.0,99.0,Local industriel. commercial ou assimilé,0.0,48.864135,2.345687
2409061,1603,75001.0,75101,75,98400000.0,100.0,1057.0,Appartement,4.0,48.866222,2.328711
2884799,6904,75001.0,75101,75,101460000.0,30.0,1511.0,Appartement,2.0,48.864683,2.334526
3319698,8249,75001.0,75101,75,18900000.0,109.0,480.0,Local industriel. commercial ou assimilé,0.0,48.863112,2.334827
3320916,4905,75001.0,75101,75,30500000.0,1801.0,385.0,Local industriel. commercial ou assimilé,0.0,48.858502,2.347001
2884835,6904,75001.0,75101,75,101460000.0,53.0,1511.0,Appartement,2.0,48.864683,2.334526
3468584,6912,75001.0,75101,75,7740000.0,72.0,144.0,Appartement,3.0,48.861584,2.340403
2938928,1432,75002.0,75102,75,4800000.0,157.0,207.0,Local industriel. commercial ou assimilé,0.0,48.868017,2.34946
3328403,7930,75002.0,75102,75,13050000.0,79.0,169.0,Local industriel. commercial ou assimilé,0.0,48.869447,2.336562
3328571,3392,75002.0,75102,75,12600000.0,128.0,367.0,Appartement,5.0,48.865305,2.343793
3382653,4758,75002.0,75102,75,14200000.0,80.0,204.0,Local industriel. commercial ou assimilé,0.0,48.871329,2.337492
3532745,3055,75002.0,75102,75,14000000.0,68.0,854.0,Appartement,3.0,48.866276,2.349698
3327513,1430,75002.0,75102,75,1500000.0,131.0,71.0,Local industriel. commercial ou assimilé,0.0,48.868135,2.349409
3531091,7560,75002.0,75102,75,7000000.0,6443.0,1948.0,Local industriel. commercial ou assimilé,0.0,48.870421,2.347457
3532679,8212,75002.0,75102,75,82000000.0,57.0,1760.0,Appartement,2.0,48.870244,2.339883
3532681,8212,75002.0,75102,75,82000000.0,462.0,1760.0,Local industriel. commercial ou assimilé,0.0,48.870244,2.339883
3532892,2591,75002.0,75102,75,16500000.0,164.0,256.0,Local industriel. commercial ou assimilé,0.0,48.86918,2.332028
3532675,8212,75002.0,75102,75,82000000.0,25.0,1760.0,Appartement,1.0,48.870244,2.339883
2938850,2219,75002.0,75102,75,53000.0,103.0,316.0,Appartement,4.0,48.869683,2.339638
2458175,4758,75002.0,75102,75,36895000.0,80.0,204.0,Local industriel. commercial ou assimilé,0.0,48.871329,2.337492
2458930,8686,75002.0,75102,75,17900000.0,92.0,308.0,Local industriel. commercial ou assimilé,0.0,48.870736,2.338951
3382435,6513,75002.0,75102,75,5200000.0,494.0,108.0,Local industriel. commercial ou assimilé,0.0,48.869728,2.34316
3382195,8073,75002.0,75102,75,31000000.0,141.0,434.0,Local industriel. commercial ou assimilé,0.0,48.868021,2.345234
3381694,0040,75002.0,75102,75,3500000.0,20.0,145.0,Appartement,1.0,48.866652,2.343102
3382270,4973,75002.0,75102,75,32500000.0,469.0,879.0,Local industriel. commercial ou assimilé,0.0,48.869396,2.343971
3382680,2591,75002.0,75102,75,19300000.0,3827.0,765.0,Local industriel. commercial ou assimilé,0.0,48.869527,2.330913
3531094,7560,75002.0,75102,75,7000000.0,583.0,1948.0,Local industriel. commercial ou assimilé,0.0,48.870421,2.347457
3382710,6998,75002.0,75102,75,35000000.0,71.0,474.0,Appartement,3.0,48.869283,2.331653
3382188,4374,75002.0,75102,75,1300000.0,8.0,49.0,Appartement,1.0,48.866715,2.351399
2457891,8525,75002.0,75102,75,18200000.0,718.0,327.0,Local industriel. commercial ou assimilé,0.0,48.868486,2.3522
3532672,8212,75002.0,75102,75,82000000.0,382.0,1760.0,Local industriel. commercial ou assimilé,0.0,48.870244,2.339883
2458047,6840,75002.0,75102,75,51550000.0,392.0,603.0,Local industriel. commercial ou assimilé,0.0,48.868851,2.342468
2459297,8686,75002.0,75102,75,12750000.0,96.0,314.0,Local industriel. commercial ou assimilé,0.0,48.87078,2.338726
2407326,1771,75003.0,75103,75,12550000.0,33.0,497.0,Appartement,1.0,48.863803,2.354109
2884382,2330,75003.0,75103,75,9200000.0,26.0,485.0,Appartement,2.0,48.865008,2.363352
3320290,3820,75003.0,75103,75,2500101.0,31.0,501.0,Appartement,1.0,48.856736,2.364057
2883854,7094,75003.0,75103,75,3510000.0,34.0,108.0,Appartement,2.0,48.863305,2.358717
2884381,2330,75003.0,75103,75,9200000.0,25.0,485.0,Appartement,2.0,48.865008,2.363352
2406706,7729,75003.0,75103,75,15400000.0,33.0,349.0,Appartement,2.0,48.86393,2.359097
2405692,2616,75003.0,75103,75,2783333.5,18.0,267.0,Local industriel. commercial ou assimilé,0.0,48.861882,2.363194
3321867,8694,75003.0,75103,75,19458000.0,105.0,276.0,Local industriel. commercial ou assimilé,0.0,48.86351,2.352346
3469106,3015,75003.0,75103,75,6500000.0,6.0,310.0,Appartement,1.0,48.865194,2.362657
3320333,3820,75003.0,75103,75,2499879.0,100.0,501.0,Local industriel. commercial ou assimilé,0.0,48.856736,2.364057
3320322,3820,75003.0,75103,75,2499879.0,40.0,501.0,Appartement,1.0,48.856736,2.364057
3320225,3820,75003.0,75103,75,500020.16,40.0,501.0,Appartement,1.0,48.856736,2.364057
2409225,8694,75003.0,75103,75,10800000.0,40.0,232.0,Local industriel. commercial ou assimilé,0.0,48.863712,2.352467
2406722,7729,75003.0,75103,75,15400000.0,33.0,349.0,Appartement,2.0,48.86393,2.359097
3263866,6834,75003.0,75103,75,1000000.0,43.0,153.0,Appartement,2.0,48.867658,2.356035
3320229,3820,75003.0,75103,75,500020.16,31.0,501.0,Appartement,1.0,48.856736,2.364057
2407701,9191,75003.0,75103,75,138344400.0,5712.0,1383.0,Local industriel. commercial ou assimilé,0.0,48.862451,2.358113
2405688,2616,75003.0,75103,75,2783333.5,30.0,267.0,Appartement,1.0,48.861882,2.363194
3468920,3015,75003.0,75103,75,6500000.0,40.0,310.0,Appartement,2.0,48.865194,2.362657
3468577,S562,75003.0,75103,75,20100000.0,148.0,398.0,Local industriel. commercial ou assimilé,0.0,48.866401,2.361093
2884244,6286,75003.0,75103,75,5830000.0,64.0,405.0,Appartement,4.0,48.8683,2.356177
2884389,2330,75003.0,75103,75,9200000.0,66.0,485.0,Appartement,2.0,48.865008,2.363352
2884390,2330,75003.0,75103,75,9200000.0,45.0,485.0,Appartement,3.0,48.865008,2.363352
3469102,3015,75003.0,75103,75,6500000.0,9.0,310.0,Appartement,1.0,48.865194,2.362657
2938912,9917,75004.0,75104,75,54000000.0,40.0,325.0,Local industriel. commercial ou assimilé,0.0,48.856218,2.364666
3532337,4861,75004.0,75104,75,5500000.0,360.0,181.0,Local industriel. commercial ou assimilé,0.0,48.853924,2.368041
3328312,6566,75004.0,75104,75,22500000.0,2818.0,770.0,Local industriel. commercial ou assimilé,0.0,48.849457,2.364645
2458767,1209,75004.0,75104,75,2450000.0,20.0,49.0,Appartement,1.0,48.857436,2.356107
3381140,9704,75004.0,75104,75,3075000.0,22.0,49.0,Appartement,1.0,48.857292,2.354537
2459546,1748,75004.0,75104,75,1937500.0,24.0,447.0,Appartement,1.0,48.854293,2.350481
3326039,8705,75005.0,75105,75,19400000.0,84.0,366.0,Appartement,3.0,48.848076,2.341691
3474562,5130,75005.0,75105,75,41500000.0,33.0,465.0,Appartement,2.0,48.846939,2.353146
3470850,2094,75005.0,75105,75,1345500.0,34.0,226.0,Appartement,2.0,48.841881,2.352862
3474594,5130,75005.0,75105,75,41500000.0,52.0,483.0,Appartement,2.0,48.847005,2.353013
2887278,3095,75005.0,75105,75,3200000.0,25.0,91.0,Appartement,2.0,48.847482,2.348322
3474532,5130,75005.0,75105,75,41500000.0,36.0,465.0,Appartement,2.0,48.846939,2.353146
2414076,0896,75005.0,75105,75,3400000.0,49.0,86.0,Appartement,2.0,48.850699,2.35086
3269789,6432,75005.0,75105,75,8150000.0,45.0,172.0,Appartement,3.0,48.842034,2.351821
2888632,8708,75005.0,75105,75,26700000.0,323.0,462.0,Local industriel. commercial ou assimilé,0.0,48.853352,2.34473
3325061,7103,75005.0,75105,75,7720000.0,19.0,331.0,Appartement,1.0,48.841228,2.351057
3474086,1591,75006.0,75106,75,15250000.0,25.0,413.0,Appartement,1.0,48.850458,2.331126
2411716,0010,75006.0,75106,75,4000000.0,48.0,275.0,Appartement,4.0,48.847496,2.325891
3474078,1591,75006.0,75106,75,15250000.0,41.0,413.0,Appartement,2.0,48.850458,2.331126
3472749,8767,75006.0,75106,75,19200000.0,50.0,275.0,Local industriel. commercial ou assimilé,0.0,48.853856,2.330369
3475176,6860,75006.0,75106,75,95100000.0,25.0,439.0,Appartement,2.0,48.840928,2.335862
3270054,3091,75006.0,75106,75,2500000.0,175.0,113.0,Local industriel. commercial ou assimilé,0.0,48.850441,2.342131
2413471,8151,75006.0,75106,75,93141336.0,69.0,395.0,Appartement,4.0,48.846673,2.326237
2412245,8484,75006.0,75106,75,27743564.0,30.0,477.0,Appartement,2.0,48.853571,2.340854
2412258,8484,75006.0,75106,75,27743564.0,15.0,477.0,Appartement,1.0,48.853571,2.340854
2411925,3091,75006.0,75106,75,4300000.0,30.0,113.0,Appartement,2.0,48.850441,2.342131
2413931,1360,75006.0,75106,75,24900000.0,36.0,681.0,Appartement,2.0,48.853542,2.337221
3475123,4284,75006.0,75106,75,95100000.0,50.0,419.0,Local industriel. commercial ou assimilé,0.0,48.854168,2.342919
2885834,0499,75006.0,75106,75,8700000.0,171.0,254.0,Appartement,6.0,48.842036,2.334843
2888281,8529,75007.0,75107,75,35000000.0,320.0,558.0,Local industriel. commercial ou assimilé,0.0,48.858104,2.322334
3270427,8619,75007.0,75107,75,19489554.0,120.0,1196.0,Appartement,5.0,48.855045,2.327046
2412329,2177,75007.0,75107,75,93000000.0,11.0,815.0,Local industriel. commercial ou assimilé,0.0,48.861599,2.303076
3473914,9588,75007.0,75107,75,16100000.0,82.0,288.0,Appartement,3.0,48.85026,2.319903
3269800,9393,75007.0,75107,75,1000000.0,678.0,123.0,Local industriel. commercial ou assimilé,0.0,48.854274,2.307553
2412339,2177,75007.0,75107,75,93000000.0,11.0,815.0,Local industriel. commercial ou assimilé,0.0,48.861599,2.303076
3323590,9527,75007.0,75107,75,35000000.0,90.0,885.0,Appartement,2.0,48.857927,2.326457
2888270,8529,75007.0,75107,75,35000000.0,32.0,558.0,Appartement,1.0,48.858104,2.322334
2887032,8529,75007.0,75107,75,7400000.0,930.0,330.0,Local industriel. commercial ou assimilé,0.0,48.858689,2.320833
3475105,9527,75007.0,75107,75,26000000.0,36.0,488.0,Appartement,2.0,48.856962,2.330799
3266210,9527,75007.0,75107,75,88000000.0,29.0,994.0,Local industriel. commercial ou assimilé,0.0,48.861426,2.307832
3268429,8619,75007.0,75107,75,13200000.0,52.0,175.0,Appartement,3.0,48.854778,2.330159
3474627,9836,75007.0,75107,75,31600000.0,170.0,512.0,Appartement,5.0,48.85881,2.324421
2412326,2177,75007.0,75107,75,93000000.0,11.0,815.0,Local industriel. commercial ou assimilé,0.0,48.861599,2.303076
3266230,9527,75007.0,75107,75,88000000.0,29.0,994.0,Local industriel. commercial ou assimilé,0.0,48.861426,2.307832
2407733,3824,75008.0,75108,75,21000000.0,283.0,270.0,Local industriel. commercial ou assimilé,0.0,48.870732,2.310363
2883633,9314,75008.0,75108,75,16500000.0,26.0,312.0,Appartement,1.0,48.875123,2.296445
2881137,7237,75008.0,75108,75,86300000.0,10.0,2168.0,Local industriel. commercial ou assimilé,0.0,48.873402,2.316813
3469567,6450,75008.0,75108,75,104000000.0,228.0,918.0,Local industriel. commercial ou assimilé,0.0,48.867892,2.309121
3319307,3518,75008.0,75108,75,28279002.0,42.0,646.0,Local industriel. commercial ou assimilé,0.0,48.877692,2.299798
3466266,7239,75008.0,75108,75,20600000.0,1063.0,254.0,Local industriel. commercial ou assimilé,0.0,48.874885,2.322226
2884854,0179,75008.0,75108,75,11252.0,183.0,914.0,Appartement,4.0,48.878946,2.304667
3321880,5951,75008.0,75108,75,19458000.0,81.0,388.0,Local industriel. commercial ou assimilé,0.0,48.869734,2.323074
3321872,5951,75008.0,75108,75,19458000.0,61.0,388.0,Local industriel. commercial ou assimilé,0.0,48.869734,2.323074
2406521,9185,75008.0,75108,75,23900000.0,153.0,598.0,Appartement,6.0,48.876915,2.312503
2883273,4110,75008.0,75108,75,17000000.0,220.0,668.0,Local industriel. commercial ou assimilé,0.0,48.869485,2.300598
2408562,3518,75008.0,75108,75,268000000.0,129.0,405.0,Local industriel. commercial ou assimilé,0.0,48.868738,2.322849
3264638,9689,75008.0,75108,75,49100000.0,8.0,324.0,Local industriel. commercial ou assimilé,0.0,48.871799,2.298029
3261837,3518,75008.0,75108,75,44440000.0,157.0,1618.0,Appartement,4.0,48.876914,2.298934
2883627,9314,75008.0,75108,75,16500000.0,27.0,312.0,Appartement,1.0,48.875123,2.296445
2885079,8724,75008.0,75108,75,13000000.0,218.0,585.0,Local industriel. commercial ou assimilé,0.0,48.881099,2.325508
2406639,0505,75008.0,75108,75,84000000.0,186.0,1862.0,Local industriel. commercial ou assimilé,0.0,48.872964,2.320168
2405468,7471,75008.0,75108,75,44700000.0,314.0,824.0,Local industriel. commercial ou assimilé,0.0,48.868273,2.300031
3264195,1733,75008.0,75108,75,310600000.0,59.0,3165.0,Local industriel. commercial ou assimilé,0.0,48.873376,2.298529
3264659,9689,75008.0,75108,75,49100000.0,8.0,324.0,Local industriel. commercial ou assimilé,0.0,48.871799,2.298029
3263646,7612,75008.0,75108,75,25200000.0,11.0,430.0,Local industriel. commercial ou assimilé,0.0,48.871513,2.30647
3321556,5997,75008.0,75108,75,28376076.0,2126.0,656.0,Local industriel. commercial ou assimilé,0.0,48.865683,2.300342
3262443,5993,75008.0,75108,75,28000000.0,66.0,516.0,Appartement,3.0,48.867836,2.302134
3261789,3518,75008.0,75108,75,44440000.0,32.0,1618.0,Appartement,2.0,48.876914,2.298934
3261836,3518,75008.0,75108,75,44440000.0,79.0,1618.0,Appartement,3.0,48.876914,2.298934
3321780,0719,75008.0,75108,75,38000000.0,217.0,654.0,Appartement,7.0,48.881171,2.317187
3317915,0179,75008.0,75108,75,20300000.0,34.0,508.0,Appartement,2.0,48.879403,2.305273
3320196,0487,75008.0,75108,75,31491082.0,240.0,707.0,Appartement,6.0,48.873764,2.305938
3321038,4041,75008.0,75108,75,60225000.0,350.0,678.0,Local industriel. commercial ou assimilé,0.0,48.877018,2.31921
3321122,4110,75008.0,75108,75,30300000.0,106.0,175.0,Appartement,2.0,48.869304,2.300638
2881201,7237,75008.0,75108,75,86300000.0,10.0,2168.0,Local industriel. commercial ou assimilé,0.0,48.873402,2.316813
3468191,3518,75008.0,75108,75,131500000.0,211.0,360.0,Local industriel. commercial ou assimilé,0.0,48.868465,2.322214
3320382,1914,75008.0,75108,75,43500000.0,550.0,847.0,Local industriel. commercial ou assimilé,0.0,48.873825,2.299859
2881102,3868,75008.0,75108,75,164426667.0,583.0,1912.0,Local industriel. commercial ou assimilé,0.0,48.874308,2.304232
2407513,7612,75008.0,75108,75,33100000.0,57.0,767.0,Appartement,2.0,48.87235,2.3053
2881164,7237,75008.0,75108,75,86300000.0,10.0,2168.0,Local industriel. commercial ou assimilé,0.0,48.873402,2.316813
2407499,7612,75008.0,75108,75,33100000.0,9.0,767.0,Local industriel. commercial ou assimilé,0.0,48.87235,2.3053
2406402,7420,75008.0,75108,75,196000000.0,539.0,943.0,Local industriel. commercial ou assimilé,0.0,48.869532,2.304086
2884926,0179,75008.0,75108,75,10961.0,18.0,914.0,Appartement,2.0,48.878946,2.304667
3321052,5897,75008.0,75108,75,89510000.0,299.0,1038.0,Local industriel. commercial ou assimilé,0.0,48.878214,2.318376
3318351,5190,75008.0,75108,75,122170288.0,756.0,1067.0,Local industriel. commercial ou assimilé,0.0,48.874488,2.313416
2406576,9098,75008.0,75108,75,6000000.0,305.0,549.0,Local industriel. commercial ou assimilé,0.0,48.876872,2.322522
3321592,6296,75008.0,75108,75,17750000.0,112.0,505.0,Appartement,4.0,48.875648,2.31553
3465654,5415,75008.0,75108,75,1720000.0,139.0,328.0,Appartement,5.0,48.873972,2.321711
2408828,5993,75008.0,75108,75,20265000.0,166.0,254.0,Appartement,4.0,48.86726,2.302255
2407596,3896,75008.0,75108,75,25000000.0,374.0,561.0,Appartement,9.0,48.869998,2.312821
2882737,0179,75008.0,75108,75,42460000.0,2605.0,736.0,Local industriel. commercial ou assimilé,0.0,48.878682,2.30481
3319302,3518,75008.0,75108,75,28279002.0,90.0,646.0,Local industriel. commercial ou assimilé,0.0,48.877692,2.299798
2882273,2387,75008.0,75108,75,11257400.0,1435.0,454.0,Local industriel. commercial ou assimilé,0.0,48.878712,2.30461
2885087,8724,75008.0,75108,75,13000000.0,22.0,585.0,Local industriel. commercial ou assimilé,0.0,48.881099,2.325508
2416792,0887,75009.0,75109,75,9700000.0,168.0,272.0,Local industriel. commercial ou assimilé,0.0,48.87199,2.344942
2414610,0300,75009.0,75109,75,24850000.0,572.0,290.0,Local industriel. commercial ou assimilé,0.0,48.876041,2.327118
3275603,0300,75009.0,75109,75,5300000.0,231.0,233.0,Local industriel. commercial ou assimilé,0.0,48.876881,2.327144
3475559,9866,75009.0,75109,75,4100000.0,900.0,153.0,Local industriel. commercial ou assimilé,0.0,48.882143,2.328575
2417807,2909,75009.0,75109,75,18500000.0,136.0,266.0,Appartement,5.0,48.88171,2.335387
3480402,9508,75009.0,75109,75,21000000.0,56.0,724.0,Appartement,3.0,48.880725,2.344687
3331192,1949,75009.0,75109,75,25925000.0,270.0,388.0,Local industriel. commercial ou assimilé,0.0,48.871366,2.333713
3480878,9155,75009.0,75109,75,168300000.0,30.0,5751.0,Appartement,1.0,48.877386,2.336224
2893235,0888,75009.0,75109,75,8100000.0,47.0,376.0,Appartement,2.0,48.871936,2.346451
2417793,2909,75009.0,75109,75,18500000.0,157.0,333.0,Appartement,6.0,48.881679,2.335524
2418333,1547,75009.0,75109,75,16100000.0,92.0,339.0,Appartement,5.0,48.880976,2.329885
2418010,8299,75009.0,75109,75,8585720.0,55.0,285.0,Appartement,3.0,48.878434,2.342522
2415587,4222,75009.0,75109,75,91700848.0,226.0,996.0,Local industriel. commercial ou assimilé,0.0,48.871072,2.327336
2894163,6501,75009.0,75109,75,3460000.0,20.0,149.0,Appartement,1.0,48.876547,2.348413
3274416,4485,75009.0,75109,75,421000000.0,1935.0,1141.0,Local industriel. commercial ou assimilé,0.0,48.872709,2.337126
2415194,3871,75009.0,75109,75,6300000.0,22.0,203.0,Appartement,1.0,48.881784,2.33756
2415198,3871,75009.0,75109,75,6300000.0,22.0,203.0,Appartement,2.0,48.881784,2.33756
3330581,5093,75009.0,75109,75,81455000.0,153.0,782.0,Appartement,4.0,48.880255,2.327956
2416778,0887,75009.0,75109,75,9700000.0,58.0,272.0,Appartement,2.0,48.87199,2.344942
3272978,4222,75009.0,75109,75,41500000.0,109.0,996.0,Appartement,4.0,48.871072,2.327336
2414440,1407,75009.0,75109,75,12000000.0,45.0,751.0,Local industriel. commercial ou assimilé,0.0,48.874596,2.343344
2893244,0888,75009.0,75109,75,8100000.0,37.0,376.0,Appartement,2.0,48.871936,2.346451
2415604,4222,75009.0,75109,75,91700848.0,137.0,996.0,Appartement,6.0,48.871072,2.327336
2416428,8673,75009.0,75109,75,31580000.0,136.0,713.0,Local industriel. commercial ou assimilé,0.0,48.876236,2.329406
3332007,2116,75009.0,75109,75,9500000.0,26.0,339.0,Appartement,1.0,48.877282,2.330849
2417801,2909,75009.0,75109,75,18500000.0,156.0,333.0,Appartement,6.0,48.881679,2.335524
2894031,1920,75009.0,75109,75,5850000.0,93.0,135.0,Local industriel. commercial ou assimilé,0.0,48.875656,2.341446
3328667,5590,75009.0,75109,75,2200000.0,610.0,93.0,Local industriel. commercial ou assimilé,0.0,48.872738,2.338319
2417860,4571,75009.0,75109,75,10000000.0,58.0,668.0,Local industriel. commercial ou assimilé,0.0,48.879895,2.336578
3332143,2268,75009.0,75109,75,5700000.0,41.0,254.0,Local industriel. commercial ou assimilé,0.0,48.879752,2.347017
3480768,1920,75009.0,75109,75,40200000.0,75.0,341.0,Local industriel. commercial ou assimilé,0.0,48.875895,2.336476
2890978,5315,75010.0,75110,75,7600000.0,22.0,597.0,Appartement,1.0,48.872042,2.362193
2889640,3512,75010.0,75110,75,22000000.0,210.0,1408.0,Local industriel. commercial ou assimilé,0.0,48.875315,2.348763
2889851,9848,75010.0,75110,75,12400000.0,32.0,887.0,Appartement,1.0,48.872919,2.362213
2419122,9222,75010.0,75110,75,5050000.0,35.0,202.0,Appartement,2.0,48.871139,2.371243
2889718,4708,75010.0,75110,75,1250000.0,53.0,76.0,Local industriel. commercial ou assimilé,0.0,48.871352,2.354241
2419049,1379,75010.0,75110,75,32200000.0,36.0,1770.0,Appartement,2.0,48.873019,2.373903
2890184,7330,75010.0,75110,75,5850000.0,38.0,618.0,Local industriel. commercial ou assimilé,0.0,48.874146,2.349007
2418709,8143,75010.0,75110,75,10500000.0,62.0,590.0,Local industriel. commercial ou assimilé,0.0,48.869149,2.359032
3328853,3516,75010.0,75110,75,2400000.0,27.0,223.0,Appartement,2.0,48.872762,2.354094
2414652,3508,75010.0,75110,75,3716666.5,30.0,583.0,Appartement,2.0,48.868689,2.365992
2414716,3508,75010.0,75110,75,3716666.5,15.0,583.0,Appartement,1.0,48.868689,2.365992
3475771,3516,75010.0,75110,75,18000000.0,26.0,522.0,Local industriel. commercial ou assimilé,0.0,48.882371,2.358427
2416747,3516,75010.0,75110,75,9700000.0,52.0,312.0,Local industriel. commercial ou assimilé,0.0,48.873541,2.355141
2415397,7043,75010.0,75110,75,102000000.0,12.0,1761.0,Local industriel. commercial ou assimilé,0.0,48.875839,2.350458
2892877,5240,75010.0,75110,75,24500000.0,48.0,3124.0,Appartement,3.0,48.881324,2.366419
2419047,1379,75010.0,75110,75,32200000.0,52.0,1770.0,Appartement,2.0,48.873019,2.373903
3331702,3084,75010.0,75110,75,5000000.0,380.0,745.0,Local industriel. commercial ou assimilé,0.0,48.872155,2.348449
2415454,7043,75010.0,75110,75,102000000.0,12.0,1761.0,Local industriel. commercial ou assimilé,0.0,48.875839,2.350458
3271109,7330,75010.0,75110,75,2720000.0,12.0,96.0,Appartement,1.0,48.873894,2.35069
3274281,3508,75010.0,75110,75,3600000.0,30.0,583.0,Appartement,2.0,48.868689,2.365992
3480838,5567,75010.0,75110,75,35000000.0,208.0,4006.0,Local industriel. commercial ou assimilé,0.0,48.869676,2.365036
3276068,3508,75010.0,75110,75,3600000.0,19.0,583.0,Appartement,1.0,48.868689,2.365992
3481304,8295,75010.0,75110,75,5900000.0,75.0,205.0,Appartement,4.0,48.880978,2.351004
3274315,3508,75010.0,75110,75,3600000.0,38.0,583.0,Appartement,2.0,48.868689,2.365992
3480476,3516,75010.0,75110,75,7600000.0,45.0,312.0,Appartement,2.0,48.873541,2.355141
3276045,3508,75010.0,75110,75,3600000.0,33.0,583.0,Appartement,2.0,48.868689,2.365992
2890169,7330,75010.0,75110,75,5850000.0,13.0,618.0,Local industriel. commercial ou assimilé,0.0,48.874146,2.349007
3479944,0196,75010.0,75110,75,19002660.0,91.0,456.0,Appartement,4.0,48.871037,2.366313
3273198,5240,75010.0,75110,75,10500000.0,23.0,434.0,Appartement,1.0,,
2893996,7422,75010.0,75110,75,3350000.0,46.0,347.0,Appartement,3.0,48.870471,2.360523
3275404,1097,75010.0,75110,75,158000.0,40.0,1804.0,Appartement,2.0,48.870864,2.34923
3477212,3516,75010.0,75110,75,40950000.0,48.0,1288.0,Appartement,2.0,48.873454,2.355357
3478667,0952,75010.0,75110,75,4000000.0,53.0,1408.0,Appartement,2.0,48.870541,2.36832
2894067,1676,75010.0,75110,75,445000.0,160.0,374.0,Local industriel. commercial ou assimilé,0.0,48.876946,2.351
3276078,3508,75010.0,75110,75,3600000.0,38.0,583.0,Appartement,2.0,48.868689,2.365992
3475749,3516,75010.0,75110,75,18000000.0,51.0,522.0,Appartement,2.0,48.882371,2.358427
2890988,5315,75010.0,75110,75,7600000.0,53.0,597.0,Local industriel. commercial ou assimilé,0.0,48.872042,2.362193
3479023,7067,75010.0,75110,75,7450000.0,38.0,215.0,Appartement,2.0,48.871053,2.369973
2890155,7330,75010.0,75110,75,5850000.0,12.0,618.0,Local industriel. commercial ou assimilé,0.0,48.874146,2.349007
3274323,3508,75010.0,75110,75,3600000.0,37.0,583.0,Appartement,2.0,48.868689,2.365992
2893989,5907,75010.0,75110,75,2100000.0,543.0,119.0,Local industriel. commercial ou assimilé,0.0,48.880887,2.351581
2892938,5240,75010.0,75110,75,24500000.0,14.0,3124.0,Appartement,1.0,48.881324,2.366419
3489391,3514,75011.0,75111,75,8300000.0,27.0,1391.0,Appartement,2.0,48.851489,2.377603
3276407,2002,75011.0,75111,75,6500000.0,91.0,278.0,Appartement,5.0,48.849834,2.392203
2419470,1887,75011.0,75111,75,8400000.0,28.0,185.0,Appartement,2.0,48.858018,2.390251
2898413,3737,75011.0,75111,75,5250000.0,12.0,252.0,Appartement,1.0,48.851192,2.380633
2420078,3242,75011.0,75111,75,9320000.0,35.0,181.0,Local industriel. commercial ou assimilé,0.0,48.855702,2.388052
2420080,3242,75011.0,75111,75,9320000.0,38.0,181.0,Appartement,2.0,48.855702,2.388052
3284010,1888,75011.0,75111,75,12600000.0,29.0,641.0,Local industriel. commercial ou assimilé,0.0,48.853171,2.374351
3279220,7312,75011.0,75111,75,1985900.0,32.0,129.0,Appartement,3.0,48.858366,2.382
3281617,0537,75011.0,75111,75,1249132030.0,33.0,177.0,Appartement,2.0,48.868494,2.371259
2423104,9907,75011.0,75111,75,36000000.0,97.0,1584.0,Local industriel. commercial ou assimilé,0.0,48.860374,2.376646
3276794,0557,75011.0,75111,75,5500000.0,27.0,261.0,Appartement,2.0,48.857322,2.381911
2423821,0783,75011.0,75111,75,260000.0,18.0,341.0,Appartement,1.0,48.857857,2.368427
2895517,6530,75011.0,75111,75,10250000.0,20.0,934.0,Appartement,1.0,48.85063,2.395725
3281599,0537,75011.0,75111,75,1249132030.0,20.0,177.0,Local industriel. commercial ou assimilé,0.0,48.868494,2.371259
2421697,9907,75011.0,75111,75,3700000.0,25.0,99.0,Appartement,1.0,48.859319,2.377214
2419458,1887,75011.0,75111,75,8400000.0,33.0,185.0,Appartement,2.0,48.858018,2.390251
3284224,8748,75011.0,75111,75,17500000.0,522.0,859.0,Local industriel. commercial ou assimilé,0.0,48.858694,2.369472
3284266,3485,75011.0,75111,75,7250000.0,90.0,515.0,Appartement,4.0,48.853097,2.382416
2421186,9907,75011.0,75111,75,13112500.0,126.0,300.0,Appartement,4.0,48.864725,2.369027
2425775,5554,75011.0,75111,75,7460000.0,9.0,234.0,Appartement,1.0,48.856891,2.385611
