,adresse_code_voie,code_postal,code_commune,code_departement,valeur_fonciere,surface_reelle_bati,surface_terrain,type_local,nombre_pieces_principales,latitude,longitude
3529421,8978,75019.0,75119,75,17000000.0,23.0,595.0,Appartement,2.0,48.878152,2.373904
3325067,9171,75019.0,75119,75,4565000.0,38.0,241.0,Appartement,2.0,48.88588,2.36823
2932863,0517,75019.0,75119,75,18000000.0,15.0,6748.0,Local industriel. commercial ou assimilé,0.0,48.892392,2.369963
2932880,0517,75019.0,75119,75,18000000.0,15.0,6748.0,Local industriel. commercial ou assimilé,0.0,48.892392,2.369963
2932775,0517,75019.0,75119,75,18000000.0,268.0,6748.0,Local industriel. commercial ou assimilé,0.0,48.892392,2.369963
3525645,2443,75019.0,75119,75,4250000.0,39.0,329.0,Appartement,2.0,48.891778,2.375885
2932848,0517,75019.0,75119,75,18000000.0,15.0,6748.0,Local industriel. commercial ou assimilé,0.0,48.892392,2.369963
3319361,3659,75019.0,75119,75,14600000.0,37.0,830.0,Appartement,2.0,48.888785,2.375179
3380239,0517,75019.0,75119,75,3000000.0,68.0,1826.0,Appartement,3.0,48.888585,2.368282
3375115,3170,75019.0,75119,75,1650000.0,58.0,178.0,Appartement,3.0,48.881242,2.394459
3374651,8241,75019.0,75119,75,12500000.0,12.0,1235.0,Local industriel. commercial ou assimilé,0.0,48.888443,2.375459
3525886,6236,75019.0,75119,75,7958599.0,28.0,251.0,Appartement,2.0,48.879421,2.371313
3525253,1451,75019.0,75119,75,1.2,269.0,1569.0,Local industriel. commercial ou assimilé,0.0,48.895721,2.382227
2933012,0517,75019.0,75119,75,18000000.0,15.0,6748.0,Local industriel. commercial ou assimilé,0.0,48.892392,2.369963
2455892,6980,75019.0,75119,75,196875.0,42.0,516.0,Appartement,2.0,48.893436,2.375451
3319387,3659,75019.0,75119,75,14600000.0,22.0,830.0,Appartement,1.0,48.888785,2.375179
3529805,6980,75019.0,75119,75,328125.0,49.0,516.0,Appartement,2.0,48.893436,2.375451
3318680,7314,75019.0,75119,75,2139218.0,56.0,1269.0,Appartement,1.0,48.885244,2.385916
3524432,8241,75019.0,75119,75,4316000.0,37.0,497.0,Appartement,2.0,,
2932839,0517,75019.0,75119,75,18000000.0,134.0,6748.0,Local industriel. commercial ou assimilé,0.0,48.892392,2.369963
3529934,0517,75019.0,75119,75,6800000.0,68.0,1826.0,Appartement,3.0,48.888585,2.368282
3325384,3625,75019.0,75119,75,3000000.0,26.0,339.0,Appartement,2.0,48.876625,2.38572
2933045,0517,75019.0,75119,75,18000000.0,15.0,6748.0,Local industriel. commercial ou assimilé,0.0,48.892392,2.369963
3319972,4502,75019.0,75119,75,16907600.0,49.0,1341.0,Appartement,2.0,48.882546,2.388432
3325464,8978,75019.0,75119,75,14400000.0,66.0,595.0,Appartement,3.0,48.878152,2.373904
3318722,7314,75019.0,75119,75,2139218.0,38.0,1269.0,Appartement,1.0,48.885244,2.385916
3325392,3625,75019.0,75119,75,3000000.0,33.0,339.0,Appartement,2.0,48.876625,2.38572
2452547,6980,75019.0,75119,75,262500.0,40.0,516.0,Appartement,2.0,48.893436,2.375451
3529418,8978,75019.0,75119,75,17000000.0,32.0,595.0,Appartement,2.0,48.878152,2.373904
3380251,5659,75020.0,75120,75,1720000.0,25.0,95.0,Appartement,2.0,48.868649,2.385348
3376857,6958,75020.0,75120,75,1818000.0,59.0,141.0,Appartement,4.0,48.856574,2.403096
2451528,3925,75020.0,75120,75,1650000.0,50.0,114.0,Appartement,3.0,48.859167,2.40437
3379030,3293,75020.0,75120,75,2260000.0,50.0,311.0,Appartement,2.0,48.872525,2.389059
3379347,3256,75020.0,75120,75,1430000.0,116.0,220.0,Maison,7.0,48.86517,2.406389
3375017,3370,75020.0,75120,75,1044000.0,127.0,107.0,Maison,4.0,48.871071,2.394533
2453405,6958,75020.0,75120,75,3050000.0,30.0,118.0,Local industriel. commercial ou assimilé,0.0,48.856463,2.403895
3525653,9212,75020.0,75120,75,3447911.0,369.0,115.0,Local industriel. commercial ou assimilé,0.0,48.854364,2.398294
2453416,2391,75020.0,75120,75,2450000.0,113.0,207.0,Maison,6.0,48.86411,2.40184
2455699,4510,75020.0,75120,75,1510000.0,20.0,418.0,Appartement,2.0,48.869528,2.405539
3530529,9844,75020.0,75120,75,50000000.0,18.0,2121.0,Appartement,1.0,48.866782,2.395
2936824,2464,75020.0,75120,75,2500000.0,67.0,6284.0,Appartement,3.0,48.856027,2.40907
2936938,2464,75020.0,75120,75,2500000.0,110.0,6284.0,Local industriel. commercial ou assimilé,0.0,48.856027,2.40907
2936985,2464,75020.0,75120,75,2500000.0,37.0,6284.0,Appartement,1.0,48.856027,2.40907
3526808,6267,75020.0,75120,75,6000000.0,26.0,503.0,Appartement,2.0,48.863908,2.387181
3528592,5620,75020.0,75120,75,8100000.0,23.0,671.0,Appartement,1.0,48.859471,2.399899
3526820,6267,75020.0,75120,75,6000000.0,26.0,503.0,Appartement,2.0,48.863908,2.387181
3321686,3983,75020.0,75120,75,5648800.0,56.0,1017.0,Appartement,3.0,48.866484,2.398502
2936836,2464,75020.0,75120,75,2500000.0,74.0,6284.0,Appartement,4.0,48.856027,2.40907
2936833,2464,75020.0,75120,75,2500000.0,76.0,6284.0,Appartement,4.0,48.856027,2.40907
3526810,6267,75020.0,75120,75,6000000.0,43.0,503.0,Appartement,3.0,48.863908,2.387181
3529584,9328,75020.0,75120,75,1750000.0,24.0,153.0,Appartement,1.0,48.864551,2.386648
2937188,2464,75020.0,75120,75,2500000.0,50.0,6284.0,Appartement,2.0,48.856027,2.40907
3523913,9029,75020.0,75120,75,1500000.0,32.0,206.0,Appartement,2.0,48.86544,2.393075
3530054,5112,75020.0,75120,75,5000000.0,32.0,179.0,Appartement,2.0,48.871833,2.382917
2934862,6568,75020.0,75120,75,920000.0,67.0,134.0,Maison,4.0,48.866063,2.408442
2937020,2464,75020.0,75120,75,2500000.0,63.0,6284.0,Appartement,3.0,48.856027,2.40907
3526815,6267,75020.0,75120,75,6000000.0,26.0,503.0,Appartement,2.0,48.863908,2.387181
2930338,3934,75020.0,75120,75,2000000.0,30.0,157.0,Appartement,2.0,48.87195,2.402301
2937037,2464,75020.0,75120,75,2500000.0,66.0,6284.0,Appartement,3.0,48.856027,2.40907
2454097,3011,75020.0,75120,75,12600000.0,78.0,186.0,Appartement,4.0,48.868146,2.39989
2454119,3011,75020.0,75120,75,12600000.0,40.0,146.0,Appartement,2.0,48.868206,2.399829
2454775,9898,75020.0,75120,75,3700000.0,51.0,255.0,Appartement,2.0,48.852503,2.405868
3378873,3836,75020.0,75120,75,4200000.0,147.0,231.0,Local industriel. commercial ou assimilé,0.0,48.874263,2.392152
3529096,7287,75020.0,75120,75,847500.0,85.0,105.0,Maison,4.0,48.867843,2.404414
3325226,5985,75020.0,75120,75,8650000.0,62.0,360.0,Appartement,2.0,48.84848,2.408097
3530632,9844,75020.0,75120,75,50000000.0,71.0,2121.0,Appartement,3.0,48.866782,2.395
3326618,1500,75020.0,75120,75,2110000.0,120.0,169.0,Maison,8.0,48.866443,2.406713
3318985,9212,75020.0,75120,75,900000.0,90.0,91.0,Maison,2.0,48.854861,2.398749
2936800,2464,75020.0,75120,75,2500000.0,69.0,6284.0,Appartement,3.0,48.856027,2.40907
2933135,9844,75020.0,75120,75,1500000.0,18.0,82.0,Appartement,1.0,48.866183,2.39513
1803087,1260,77000.0,77288,77,320000.0,14.0,244.0,Appartement,1.0,48.548318,2.652374
1821166,0280,77000.0,77487,77,333000.0,78.0,754.0,Maison,4.0,48.517132,2.679637
1819513,0460,77000.0,77288,77,275000.0,120.0,157.0,Maison,3.0,48.531847,2.648544
1802879,1004,77000.0,77487,77,280000.0,104.0,642.0,Maison,5.0,48.528979,2.693471
2669028,0191,77000.0,77389,77,257809.89,61.0,5978.0,Appartement,3.0,48.50952,2.666409
2564501,0400,77000.0,77288,77,424000.0,202.0,328.0,Maison,11.0,48.530073,2.652278
2659303,1120,77000.0,77288,77,450000.0,66.0,332.0,Appartement,3.0,48.534031,2.659786
2668384,0940,77000.0,77487,77,250000.0,69.0,508.0,Maison,3.0,48.520437,2.682583
2216532,0400,77000.0,77288,77,755000.0,31.0,304.0,Appartement,1.0,48.530535,2.652779
1807603,1300,77000.0,77487,77,94999.99,103.0,595.0,Maison,6.0,48.518534,2.680171
2216800,1290,77000.0,77288,77,520000.0,43.0,178.0,Appartement,2.0,48.539407,2.66049
2524431,0490,77000.0,77288,77,290000.0,110.0,485.0,Maison,4.0,48.532556,2.650199
2669072,0191,77000.0,77389,77,257809.89,61.0,5978.0,Appartement,3.0,48.50952,2.666409
2658392,0200,77000.0,77487,77,213000.0,68.0,232.0,Maison,4.0,48.526005,2.682727
1841002,0224,77100.0,77284,77,950000.0,1500.0,2900.0,Local industriel. commercial ou assimilé,0.0,48.965468,2.915382
2718078,1350,77100.0,77284,77,259000.0,89.0,496.0,Maison,5.0,48.953801,2.895402
2596656,1420,77100.0,77284,77,1000000.0,64.0,1000.0,Maison,3.0,,
2725273,0217,77100.0,77284,77,28000000.0,63.0,583.0,Appartement,3.0,48.948437,2.904197
2260615,0314,77100.0,77330,77,135000.0,37.0,27.0,Maison,2.0,48.932203,2.891031
2271388,0169,77100.0,77284,77,20853578.0,47.0,1779.0,Appartement,2.0,48.953124,2.917763
2271820,0112,77100.0,77284,77,20853578.0,47.0,862.0,Appartement,2.0,48.953061,2.919312
2725262,0217,77100.0,77284,77,28000000.0,76.0,583.0,Appartement,4.0,48.948437,2.904197
2563684,0151,77100.0,77284,77,310000.0,109.0,373.0,Maison,5.0,48.969612,2.887778
2271375,0169,77100.0,77284,77,20853578.0,74.0,1779.0,Appartement,4.0,48.953124,2.917763
2566296,0287,77100.0,77276,77,383500.0,127.0,758.0,Maison,5.0,48.930278,2.862852
2571565,1420,77100.0,77284,77,198000.0,124.0,359.0,Maison,4.0,48.957693,2.933344
2271572,0112,77100.0,77284,77,20853578.0,77.0,862.0,Appartement,4.0,48.953061,2.919312
2565254,1213,77100.0,77284,77,625000.0,10.0,449.0,Appartement,1.0,48.967764,2.884186
2553245,0190,77100.0,77284,77,305000.0,76.0,423.0,Maison,5.0,48.963182,2.879783
2554074,0310,77100.0,77284,77,320000.0,130.0,57.0,Maison,4.0,48.959321,2.890543
2719213,0220,77100.0,77284,77,299000.0,131.0,203.0,Maison,5.0,48.964997,2.874924
2269017,0733,77100.0,77284,77,10384000.0,65.0,1177.0,Appartement,3.0,48.950107,2.913475
2271495,0169,77100.0,77284,77,20853578.0,47.0,1774.0,Appartement,2.0,48.953538,2.918372
2259583,0364,77100.0,77284,77,229450.0,131.0,478.0,Maison,4.0,48.95489,2.923425
2272077,0133,77100.0,77284,77,20853578.0,95.0,2214.0,Appartement,5.0,48.952399,2.920447
2269484,0655,77100.0,77284,77,175000.0,99.0,121.0,Maison,5.0,48.95226,2.922799
2725199,0274,77100.0,77284,77,28000000.0,76.0,583.0,Appartement,4.0,48.948944,2.905738
2551035,0634,77100.0,77284,77,395600.0,165.0,412.0,Maison,6.0,48.955292,2.882687
2560822,0560,77111.0,77455,77,282500.0,110.0,500.0,Maison,5.0,48.655134,2.701308
1794707,0020,77111.0,77457,77,220000.0,70.0,625.0,Maison,3.0,48.651637,2.713786
2275956,0020,77114.0,77522,77,185000.0,96.0,133.0,Maison,4.0,48.458905,3.371805
1798965,0400,77115.0,77453,77,380000.0,111.0,140.0,Maison,3.0,48.528159,2.755043
2527469,0040,77115.0,77453,77,202800.0,80.0,354.0,Maison,5.0,48.528415,2.756481
2533994,0590,77120.0,77131,77,220000.0,63.0,587.0,Maison,3.0,48.819939,3.099973
2236432,0590,77120.0,77131,77,185250.0,122.0,449.0,Maison,4.0,48.817335,3.095324
2573015,B023,77120.0,77433,77,199000.0,93.0,250.0,Maison,5.0,48.739078,3.062495
2233975,0120,77120.0,77131,77,216000.0,87.0,250.0,Maison,5.0,48.817935,3.091505
2232188,0640,77120.0,77131,77,305000.0,95.0,558.0,Maison,6.0,48.822271,3.081813
2684027,B222,77120.0,77433,77,157000.0,38.0,100.0,Maison,3.0,48.731335,3.075817
2240431,0340,77120.0,77131,77,175000.0,88.0,500.0,Maison,5.0,48.820719,3.096064
1833132,0210,77120.0,77131,77,277000.0,83.0,626.0,Maison,5.0,48.805105,3.079313
2569878,0310,77120.0,77131,77,230000.0,90.0,215.0,Maison,4.0,48.820801,3.086459
2235866,0662,77120.0,77131,77,290000.0,127.0,597.0,Maison,5.0,48.821385,3.084645
1823861,0900,77120.0,77131,77,330000.0,150.0,250.0,Maison,5.0,48.803433,3.085059
2529526,0330,77120.0,77131,77,190000.0,73.0,323.0,Maison,3.0,48.812517,3.076088
1832055,0007,77120.0,77278,77,154000.0,81.0,126.0,Maison,5.0,48.777261,3.163938
2246071,A010,77123.0,77339,77,250000.0,130.0,1393.0,Maison,6.0,48.395631,2.497928
2696648,0400,77123.0,77339,77,130000.0,151.0,115.0,Maison,4.0,48.390611,2.496674
1817515,0040,77123.0,77339,77,324200.0,211.0,455.0,Maison,6.0,48.37602,2.47876
2702921,0080,77124.0,77143,77,100000.0,45.0,500.0,Local industriel. commercial ou assimilé,0.0,48.974937,2.865557
1837397,B031,77124.0,77358,77,865000.0,230.0,1745.0,Maison,4.0,48.992348,2.853011
2604377,0035,77124.0,77143,77,240000.0,84.0,195.0,Maison,5.0,48.975895,2.870179
2698538,0035,77124.0,77143,77,316000.0,166.0,500.0,Maison,7.0,48.975323,2.869739
2710224,0035,77124.0,77143,77,368100.0,155.0,642.0,Maison,6.0,48.975466,2.869999
1858323,0260,77126.0,77101,77,95000.0,70.0,263.0,Maison,3.0,48.41515,3.097408
2729088,0140,77126.0,77101,77,170000.0,90.0,510.0,Maison,2.0,48.420763,3.0996
2521816,1160,77127.0,77251,77,264990.0,105.0,235.0,Maison,6.0,48.626731,2.548291
2565196,1337,77127.0,77251,77,341000.0,120.0,381.0,Maison,5.0,48.635695,2.553941
2584990,0325,77130.0,77305,77,90000.0,259.0,320.0,Local industriel. commercial ou assimilé,0.0,48.386205,2.965899
2583024,0120,77130.0,77516,77,167000.0,76.0,167.0,Maison,4.0,48.343481,2.901893
2586422,0337,77130.0,77305,77,199000.0,88.0,300.0,Maison,4.0,48.393142,2.950962
2579707,0480,77130.0,77279,77,165000.0,69.0,87.0,Maison,4.0,48.384956,3.029793
2579837,0073,77130.0,77409,77,160000.0,85.0,85.0,Maison,4.0,48.416281,2.986048
2546414,0980,77130.0,77305,77,190000.0,28.0,48.0,Appartement,2.0,48.387711,2.95623
2247308,0160,77130.0,77305,77,388587.16,67.0,884.0,Appartement,4.0,48.393992,2.957095
2549343,0040,77130.0,77210,77,122000.0,63.0,121.0,Maison,3.0,48.384538,2.904054
1811342,0310,77130.0,77161,77,260000.0,109.0,500.0,Maison,5.0,48.325067,2.878859
1801109,0200,77130.0,77210,77,450000.0,50.0,1143.0,Appartement,1.0,48.387886,2.905956
1813337,0160,77130.0,77482,77,210600.0,120.0,359.0,Maison,5.0,48.373682,2.953116
2246588,0220,77130.0,77210,77,200000.0,158.0,94.0,Maison,6.0,48.381637,2.901434
2247355,0160,77130.0,77305,77,388587.16,56.0,867.0,Appartement,3.0,48.394058,2.957602
1800346,0165,77130.0,77279,77,200000.0,88.0,488.0,Maison,4.0,48.385304,3.0365
2586172,0380,77130.0,77210,77,190000.0,100.0,562.0,Maison,5.0,48.384136,2.915771
2698025,1255,77130.0,77305,77,225000.0,39.0,144.0,Appartement,2.0,48.388306,2.961204
1827094,0220,77131.0,77469,77,358500.0,151.0,500.0,Maison,5.0,48.737747,3.013189
2233120,0132,77131.0,77360,77,274900.0,120.0,433.0,Maison,7.0,48.735428,2.993419
2510462,0120,77133.0,77266,77,195000.0,62.0,700.0,Maison,3.0,48.450276,2.830209
2614839,0003,77134.0,77347,77,105000.0,108.0,582.0,Maison,4.0,48.464779,3.233135
2561005,0220,77135.0,77374,77,308115.0,85.0,835.0,Maison,3.0,48.79398,2.706391
1824664,0100,77139.0,77274,77,216000.0,88.0,320.0,Maison,4.0,49.037227,2.879594
2247122,0480,77140.0,77333,77,280000.0,110.0,500.0,Maison,3.0,48.271836,2.70161
2584103,0320,77140.0,77431,77,207000.0,85.0,618.0,Maison,4.0,48.278753,2.679322
2585208,0020,77140.0,77333,77,230000.0,31.0,644.0,Local industriel. commercial ou assimilé,0.0,,
2243061,0230,77140.0,77333,77,218500.0,50.0,77.0,Local industriel. commercial ou assimilé,0.0,48.266887,2.693963
2697961,0040,77140.0,77431,77,280000.0,210.0,154.0,Maison,4.0,48.259856,2.693385
2692796,0781,77140.0,77431,77,125000.0,76.0,377.0,Maison,5.0,,
2688930,0545,77140.0,77333,77,98000.0,155.0,96.0,Maison,7.0,,
1815581,0490,77140.0,77333,77,253000.0,124.0,1230.0,Maison,6.0,48.273987,2.699697
1801949,0650,77140.0,77333,77,165000.0,130.0,292.0,Maison,4.0,48.273813,2.692626
1833931,0205,77140.0,77333,77,328500.0,145.0,700.0,Maison,5.0,48.269457,2.700154
2697203,0228,77140.0,77333,77,155000.0,103.0,320.0,Maison,5.0,48.273507,2.707358
2695045,0240,77140.0,77333,77,300000.0,65.0,139.0,Appartement,3.0,48.267771,2.696215
1812826,0781,77140.0,77431,77,336000.0,142.0,1121.0,Maison,6.0,48.277598,2.678301
2258816,0487,77144.0,77307,77,350000.0,71.0,396.0,Maison,4.0,48.877719,2.744163
2569936,0137,77145.0,77283,77,110000.0,95.0,285.0,Maison,3.0,49.071786,3.020206
2684483,0140,77145.0,77283,77,66700.0,42.0,60.0,Local industriel. commercial ou assimilé,0.0,49.072797,3.021857
1816904,0640,77150.0,77249,77,430000.0,123.0,362.0,Maison,4.0,48.740687,2.595707
2223356,0624,77150.0,77249,77,335000.0,120.0,426.0,Maison,6.0,48.746325,2.625425
2510320,0680,77150.0,77249,77,400000.0,123.0,500.0,Maison,4.0,48.738538,2.60335
2561162,0540,77150.0,77249,77,428000.0,123.0,500.0,Maison,4.0,48.74226,2.596354
2517170,0300,77150.0,77249,77,322900.0,105.0,375.0,Maison,4.0,48.746464,2.59767
2526863,0593,77150.0,77249,77,391700.0,120.0,362.0,Maison,6.0,48.746668,2.619641
2573248,0071,77151.0,77301,77,185000.0,155.0,542.0,Maison,6.0,48.69517,3.434288
2613291,1645,77160.0,77379,77,195000.0,148.0,84.0,Maison,4.0,48.560897,3.300909
2613558,0920,77160.0,77379,77,380000.0,200.0,336.0,Maison,6.0,48.559186,3.29282
2574693,1450,77160.0,77379,77,300000.0,28.0,500.0,Appartement,1.0,48.561211,3.294447
2727666,0555,77160.0,77379,77,310000.0,131.0,500.0,Maison,5.0,48.569954,3.291962
2576078,0878,77160.0,77379,77,225000.0,156.0,500.0,Maison,5.0,48.557522,3.316183
2277051,1450,77160.0,77379,77,375000.0,42.0,742.0,Appartement,2.0,48.561198,3.294194
1858806,0013,77160.0,77109,77,140000.0,83.0,518.0,Maison,4.0,48.612318,3.195059
2538942,0110,77163.0,77318,77,240000.0,110.0,319.0,Maison,5.0,48.788153,2.918236
2237706,0120,77163.0,77154,77,352000.0,124.0,750.0,Maison,3.0,48.820831,2.920193
1852836,0433,77164.0,77181,77,495000.0,126.0,435.0,Maison,5.0,48.828357,2.69668
2551573,0243,77164.0,77181,77,500000.0,93.0,77.0,Maison,4.0,48.828705,2.697356
2609509,0020,77165.0,77233,77,565000.0,40.0,5337.0,Local industriel. commercial ou assimilé,0.0,48.998293,2.78785
1813911,0160,77166.0,77175,77,418350.0,127.0,138.0,Maison,3.0,48.653117,2.631027
1811310,0350,77166.0,77175,77,327000.0,105.0,392.0,Maison,3.0,48.653911,2.633887
1799628,0520,77166.0,77175,77,530000.0,140.0,588.0,Maison,4.0,48.661243,2.630914
1798897,1220,77166.0,77217,77,193000.0,63.0,282.0,Maison,4.0,48.658679,2.673343
1798081,0600,77166.0,77175,77,308000.0,84.0,500.0,Maison,4.0,48.656059,2.626709
2216360,0500,77166.0,77175,77,188000.0,63.0,500.0,Maison,2.0,48.660361,2.643007
2249111,0260,77167.0,77370,77,244800.0,139.0,1031.0,Maison,6.0,48.226669,2.780514
2693329,0380,77167.0,77178,77,170000.0,61.0,1200.0,Maison,3.0,48.229857,2.666893
2548372,0400,77167.0,77370,77,150000.0,127.0,585.0,Maison,4.0,48.222035,2.795001
1833290,0380,77167.0,77178,77,135000.0,86.0,268.0,Maison,4.0,48.226708,2.65975
2573573,A007,77169.0,77042,77,220000.0,92.0,581.0,Maison,4.0,48.823941,3.142624
1825606,0779,77169.0,77042,77,173000.0,68.0,103.0,Maison,4.0,48.817111,3.135112
2566660,0260,77169.0,77042,77,110000.0,90.0,250.0,Maison,4.0,48.818404,3.148695
2235602,0340,77169.0,77042,77,260000.0,188.0,606.0,Maison,6.0,48.815951,3.134338
2672804,0124,77170.0,77053,77,3500000.0,51.0,31587.0,Appartement,2.0,48.68351,2.614348
2672671,0124,77170.0,77053,77,3500000.0,62.0,31587.0,Appartement,3.0,48.68351,2.614348
2520666,0378,77170.0,77450,77,372000.0,88.0,500.0,Maison,2.0,48.711233,2.588401
1818003,0348,77170.0,77053,77,358000.0,120.0,214.0,Maison,4.0,48.691232,2.60035
2562421,0370,77170.0,77053,77,60000.0,28.0,183.0,Appartement,1.0,,
2521543,0450,77170.0,77053,77,285000.0,70.0,414.0,Maison,3.0,48.691401,2.61817
2511285,0271,77170.0,77053,77,9900000.0,1111.0,2800.0,Local industriel. commercial ou assimilé,0.0,48.702105,2.600906
2727223,0182,77171.0,77459,77,210950.0,125.0,602.0,Maison,6.0,48.539911,3.34999
1858785,0112,77171.0,77246,77,160000.0,80.0,600.0,Maison,4.0,48.56267,3.400501
2278366,0020,77171.0,77459,77,82000.0,73.0,251.0,Maison,4.0,48.535037,3.356526
2613738,B080,77171.0,77289,77,170000.0,82.0,500.0,Maison,4.0,48.499639,3.419088
1858444,0113,77171.0,77459,77,169000.0,123.0,500.0,Maison,5.0,48.533149,3.346695
2671944,0440,77173.0,77114,77,370000.0,99.0,654.0,Maison,5.0,48.729099,2.669135
1794418,0060,77173.0,77114,77,296500.0,220.0,295.0,Maison,5.0,48.73319,2.669973
2516935,0259,77173.0,77114,77,373000.0,120.0,617.0,Maison,5.0,48.729617,2.669543
2522176,0342,77173.0,77114,77,370000.0,74.0,500.0,Maison,4.0,48.729183,2.666457
2224484,1380,77176.0,77445,77,215000.0,101.0,331.0,Maison,6.0,48.596551,2.565565
2222611,1331,77176.0,77445,77,203000.0,85.0,360.0,Maison,4.0,48.606681,2.543575
2230303,0067,77176.0,77326,77,45478428.0,60.0,8942.0,Appartement,3.0,48.589072,2.574907
2521762,1342,77176.0,77445,77,312000.0,166.0,500.0,Maison,5.0,48.582386,2.576893
2230428,0067,77176.0,77326,77,45478428.0,33.0,8942.0,Appartement,1.0,48.589072,2.574907
1814603,0440,77176.0,77445,77,390000.0,110.0,500.0,Maison,4.0,48.576114,2.580083
2558196,0120,77176.0,77326,77,220000.0,104.0,486.0,Maison,4.0,48.581331,2.563631
2550789,0180,77176.0,77326,77,475000.0,120.0,2607.0,Maison,5.0,48.575733,2.526799
2662747,1604,77176.0,77445,77,234060.0,83.0,95.0,Maison,4.0,48.582771,2.585001
2219210,0515,77176.0,77445,77,280000.0,138.0,281.0,Maison,5.0,48.573315,2.587826
2222296,0058,77176.0,77326,77,353000.0,153.0,733.0,Maison,7.0,48.584484,2.561744
2673919,1419,77176.0,77445,77,7571250.0,76.0,3708.0,Appartement,4.0,48.59654,2.577409
1819665,0126,77176.0,77445,77,215000.0,80.0,138.0,Maison,4.0,48.589753,2.582585
2221009,1010,77176.0,77445,77,138000.0,68.0,137.0,Maison,3.0,48.603553,2.556323
1807257,1095,77176.0,77445,77,255000.0,90.0,436.0,Maison,5.0,48.605902,2.555868
1796423,0071,77176.0,77445,77,303000.0,97.0,421.0,Maison,6.0,48.578043,2.588174
2256790,0340,77177.0,77055,77,390000.0,104.0,814.0,Maison,5.0,48.878867,2.624281
2589730,1060,77178.0,77430,77,245000.0,84.0,219.0,Maison,4.0,49.079559,2.789766
2256084,2190,77178.0,77430,77,215000.0,96.0,146.0,Maison,4.0,49.065888,2.804997
2266068,2800,77178.0,77430,77,241300.0,110.0,591.0,Maison,6.0,49.07232,2.801777
2559951,3810,77178.0,77430,77,256800.0,110.0,500.0,Maison,5.0,49.080966,2.788212
2721263,0181,77178.0,77344,77,305000.0,103.0,500.0,Maison,5.0,49.07429,2.820682
2571369,0900,77178.0,77430,77,248000.0,103.0,386.0,Maison,6.0,49.078596,2.788006
1849647,1090,77178.0,77430,77,257000.0,89.0,272.0,Maison,4.0,49.079672,2.786386
1852283,0273,77178.0,77344,77,288000.0,105.0,504.0,Maison,5.0,49.067644,2.823119
1845991,0008,77178.0,77344,77,317000.0,110.0,500.0,Maison,4.0,49.066351,2.822545
2600197,2360,77178.0,77430,77,242000.0,170.0,500.0,Maison,5.0,49.084774,2.790604
1838729,B011,77178.0,77344,77,960000.0,70.0,3925.0,Appartement,4.0,49.064289,2.837386
2559060,0400,77181.0,77139,77,290000.0,112.0,325.0,Maison,6.0,48.911727,2.590729
2258094,0158,77181.0,77139,77,890000.0,944.0,4392.0,Local industriel. commercial ou assimilé,0.0,48.910138,2.60425
2251031,0265,77183.0,77146,77,420000.0,143.0,697.0,Maison,7.0,48.827174,2.661136
2251790,0243,77183.0,77146,77,33959498.48,1885.0,7802.0,Local industriel. commercial ou assimilé,0.0,48.827597,2.63309
1856650,0059,77184.0,77169,77,405000.0,175.0,500.0,Maison,5.0,48.826993,2.592699
2268604,4450,77185.0,77258,77,10384000.0,86.0,2782.0,Appartement,4.0,48.840603,2.63276
2268615,4450,77185.0,77258,77,10384000.0,68.0,2782.0,Appartement,3.0,48.840603,2.63276
2273543,2030,77185.0,77258,77,3200000.0,29.0,1725.0,Appartement,1.0,48.837677,2.649696
2268695,3060,77185.0,77258,77,10384000.0,115.0,18823.0,Appartement,5.0,48.833507,2.631518
2559908,3100,77185.0,77258,77,335000.0,97.0,249.0,Maison,5.0,48.835742,2.644231
2713634,1323,77186.0,77337,77,9311309.0,18.0,4464.0,Appartement,1.0,48.843324,2.622004
2713595,1323,77186.0,77337,77,9311309.0,18.0,4464.0,Appartement,1.0,48.843324,2.622004
1836775,4420,77186.0,77337,77,252500.0,89.0,118.0,Maison,4.0,48.842141,2.620054
2713598,1323,77186.0,77337,77,9311309.0,18.0,4464.0,Appartement,1.0,48.843324,2.622004
2609940,3070,77186.0,77337,77,14000000.0,80.0,14946.0,Appartement,4.0,48.840203,2.61879
2609923,3070,77186.0,77337,77,14000000.0,80.0,14946.0,Appartement,4.0,48.840203,2.61879
2610050,3070,77186.0,77337,77,14000000.0,66.0,14946.0,Appartement,3.0,48.840203,2.61879
2610010,3070,77186.0,77337,77,14000000.0,96.0,14946.0,Appartement,5.0,48.840203,2.61879
2551188,2270,77186.0,77337,77,740000.0,852.0,2187.0,Local industriel. commercial ou assimilé,0.0,48.842541,2.621601
1801160,0090,77190.0,77518,77,620000.0,286.0,4577.0,Maison,9.0,48.47836,2.597865
2217947,0410,77190.0,77152,77,215050.0,104.0,352.0,Maison,3.0,48.516739,2.619555
2660783,0329,77190.0,77152,77,8500000.0,19.0,570.0,Appartement,1.0,48.521712,2.635604
2657819,0120,77190.0,77152,77,175000.0,65.0,281.0,Maison,5.0,48.513255,2.638303
2666170,0410,77190.0,77152,77,126000.0,167.0,500.0,Maison,8.0,48.516223,2.623394
2676482,0487,77190.0,77152,77,251000.0,93.0,969.0,Maison,7.0,48.506662,2.610969
2226964,0030,77190.0,77152,77,285000.0,109.0,389.0,Maison,4.0,48.520688,2.6466
